property_area,house_age,house_style,neighborhood,overall_quality,overall_condition,spaciousness,liv_lot_ratio,remodel_age,bath_area,bsmt_area,garage_area,garage_age,has_2ndfloor,has_porch,has_pool,has_multiple_kitchen,sale_price
3680,7,2Story,CollgCr,9,5,311.0,0.0,7,3.5,1542,788,7.0,1,1,0,0,290180
1794,58,1Story,NAmes,5,5,157.0,0.0,58,1.0,855,234,63.0,0,1,0,0,127078
2165,16,1Story,CollgCr,6,5,179.0,0.0,2,2.0,804,431,1.0,0,1,0,0,162296
2394,43,1Story,CollgCr,5,5,166.0,0.0,37,2.0,1177,527,40.0,0,1,0,0,147669
2031,38,1Story,CollgCr,6,5,146.0,0.0,4,2.0,560,373,6.0,0,1,0,0,156244
2056,62,1.5Fin,Edwards,5,7,163.0,0.0,8,2.0,673,238,71.0,1,1,0,0,165827
2226,83,1Story,Edwards,5,5,156.0,0.0,54,1.0,866,92,14.0,0,1,0,0,107181
1418,35,1Story,NAmes,5,5,176.0,0.0,38,2.0,926,241,51.0,0,1,0,0,141750
2155,36,1Story,Mitchel,5,5,208.0,0.0,41,2.0,821,505,31.0,0,0,0,0,146526
2232,30,1Story,Mitchel,5,5,186.0,0.0,28,2.0,1301,415,17.0,0,1,0,0,159217
3245,14,1Story,CollgCr,7,5,241.0,0.0,13,3.5,1250,381,3.0,0,1,0,0,307010
3790,11,1Story,CollgCr,7,5,270.0,0.0,7,3.0,1596,655,24.0,0,1,0,0,328907
2689,0,2Story,Somerst,8,5,273.0,0.0,1,3.5,767,668,0.0,1,1,0,0,286414
3022,52,1Story,NWAmes,6,5,176.0,0.0,35,2.0,1582,548,28.0,0,1,0,0,215120
1873,30,1Story,NAmes,5,5,197.0,0.0,57,1.0,849,272,45.0,0,1,0,0,97871
2281,80,1.5Fin,Crawfor,6,6,236.0,0.0,58,2.0,636,234,78.0,1,1,0,0,167411
2277,44,1Story,NAmes,5,6,150.0,0.0,39,2.0,842,259,31.0,0,1,0,0,151067
3116,7,1Story,CollgCr,7,5,232.0,0.0,1,2.0,1364,923,0.0,0,1,0,0,252254
2948,10,2Story,CollgCr,7,5,308.0,0.0,9,2.5,795,527,6.0,1,1,0,0,200743
2663,11,1Story,CollgCr,7,5,236.0,0.0,11,3.0,1991,499,7.0,0,1,0,0,227943
1356,101,1Story,IDOTRR,4,5,155.0,0.0,55,1.0,711,230,50.0,0,0,0,0,65334
1708,98,2Story,Edwards,6,5,183.0,0.0,1,2.0,701,425,30.0,1,1,0,0,142935
2547,12,2Story,CollgCr,7,5,249.0,0.0,12,2.5,1746,552,3.0,1,1,0,0,166361
3979,6,2Story,StoneBr,8,5,291.0,0.0,5,3.5,1150,766,18.0,1,1,0,0,233071
1896,89,2Story,Edwards,5,5,189.0,1.0,2,2.0,707,0,,1,1,0,0,109505
2391,52,1Story,NAmes,5,5,205.0,0.0,60,1.0,846,312,50.0,0,1,0,0,122831
2574,5,1Story,CollgCr,7,5,242.0,0.0,3,2.0,1804,595,0.0,0,1,0,0,207907
3035,0,1Story,CollgCr,7,5,174.0,0.0,-1,2.0,1371,555,4.0,0,1,0,0,145461
3820,8,2Story,CollgCr,9,5,262.0,0.0,0,3.5,1756,767,3.0,1,1,0,0,404906
3264,86,2Story,OldTown,7,8,212.0,0.0,11,2.0,759,529,91.0,1,1,0,0,221534
3405,10,1Story,CollgCr,7,5,395.0,0.0,10,2.0,1213,547,17.0,0,1,0,0,205956
1547,114,1Story,OldTown,4,7,207.0,0.0,60,1.0,686,265,86.0,0,1,0,0,99148
1943,106,1.5Fin,OldTown,5,7,168.0,0.0,5,2.0,694,268,90.0,0,1,0,0,125488
1650,82,1.5Fin,IDOTRR,4,7,191.0,0.0,57,1.0,631,292,84.0,0,1,0,0,127953
3684,10,2Story,NoRidge,7,5,334.0,0.0,18,2.5,902,832,10.0,1,1,0,0,295315
1811,99,2Story,Edwards,5,5,215.0,0.0,4,2.0,849,561,14.0,1,1,0,0,144248
2104,32,1Story,CollgCr,6,5,154.0,0.0,36,2.0,1502,508,27.0,0,1,0,0,128827
1411,40,2Story,BrDale,6,5,310.0,0.0,10,2.5,683,548,33.0,1,1,0,0,166078
2833,8,1Story,CollgCr,8,5,230.0,0.0,3,3.0,1530,800,8.0,0,1,0,0,345020
2532,53,SLvl,NWAmes,7,5,215.0,0.0,4,2.5,513,474,22.0,1,1,0,0,141502
1716,85,1.5Fin,OldTown,5,6,182.0,0.0,55,2.0,568,229,28.0,1,1,0,0,125115
1757,95,1.5Fin,IDOTRR,4,7,194.0,0.0,56,1.0,566,342,62.0,1,1,0,0,86257
2976,6,1Story,CollgCr,7,5,258.0,0.0,0,2.0,1223,449,0.0,0,1,0,0,146859
1696,48,1Story,Edwards,5,5,173.0,0.0,56,2.0,732,201,35.0,0,1,0,0,106015
1847,35,2Story,NAmes,6,6,185.0,0.0,44,2.5,766,403,43.0,1,1,0,0,129878
2707,7,2Story,CollgCr,7,5,290.0,0.0,2,2.5,668,483,3.0,1,1,0,0,250192
2769,5,2Story,CollgCr,7,5,313.0,0.0,22,2.5,1128,468,3.0,1,1,0,0,199718
3514,11,1Story,CollgCr,7,5,201.0,0.0,5,2.0,1431,435,3.0,0,1,0,0,233291
2553,8,1Story,CollgCr,7,5,316.0,0.0,1,2.0,1405,512,7.0,0,1,0,0,242579
2630,38,1Story,SawyerW,7,5,327.0,0.0,3,2.0,1082,552,11.0,0,1,0,0,192833
1948,49,2Story,NAmes,6,7,236.0,0.0,19,1.5,874,326,103.0,1,1,0,0,176359
2037,59,1Story,NAmes,5,7,172.0,0.0,49,2.0,984,611,43.0,0,1,0,0,150300
3736,47,2Story,Crawfor,7,5,287.0,0.0,18,2.5,786,440,50.0,1,1,0,0,205538
3908,7,1Story,CollgCr,7,5,316.0,0.0,10,3.0,1905,572,11.0,0,1,0,0,209369
2699,6,1Story,Somerst,7,5,249.0,0.0,3,3.0,1180,849,1.0,0,1,0,0,241641
3224,2,2Story,Somerst,8,5,311.0,0.0,3,3.5,902,729,18.0,1,1,0,0,207954
1125,98,1Story,Edwards,5,5,178.0,0.0,58,1.0,706,272,45.0,0,1,0,0,142647
2717,41,2Story,NWAmes,7,5,242.0,0.0,10,2.5,1111,490,40.0,1,1,0,0,187407
1595,35,1Story,NAmes,5,5,196.0,0.0,39,2.0,909,480,45.0,0,0,0,0,103505
2970,15,1Story,SawyerW,6,5,289.0,0.0,5,2.0,1196,498,19.0,0,1,0,0,216016
3330,1,1Story,CollgCr,8,5,265.0,0.0,3,3.0,1556,896,5.0,0,1,0,0,261054
1940,35,1Story,Mitchel,5,5,190.0,0.0,29,2.0,1565,504,30.0,0,1,0,0,145376
2115,34,1Story,NAmes,5,5,155.0,0.0,4,2.0,947,561,51.0,0,1,0,0,152234
2424,51,SLvl,NAmes,6,5,199.0,0.0,9,2.5,956,576,31.0,0,1,0,0,130739
2573,7,1Story,Somerst,7,5,208.0,0.0,0,2.0,1048,511,8.0,0,1,0,0,232932
1184,60,1Story,Edwards,5,7,186.0,0.0,0,2.0,509,213,52.0,0,1,0,0,115837
2959,46,1Story,NAmes,5,5,214.0,0.0,15,2.0,1822,350,44.0,0,1,0,0,121680
1622,37,1Story,NAmes,5,6,185.0,0.0,36,1.5,839,333,32.0,0,1,0,0,126733
1906,32,1.5Fin,NAmes,6,6,195.0,0.0,52,1.5,864,335,40.0,1,1,0,0,145148
2804,6,1Story,Somerst,7,5,200.0,0.0,4,2.0,1451,465,0.0,0,1,0,0,152282
2957,33,1Story,Timber,8,5,268.0,0.0,-1,2.5,960,556,10.0,0,1,0,0,291483
3492,7,2Story,NoRidge,8,5,278.0,0.0,-1,3.5,964,762,19.0,1,1,0,0,328014
1707,69,1.5Fin,Edwards,6,6,184.0,0.0,51,2.0,753,486,28.0,1,1,0,0,107344
3288,51,2Story,NWAmes,6,6,283.0,0.0,35,2.5,1372,649,34.0,1,1,0,0,175896
3460,8,1Story,Timber,7,5,229.0,0.0,4,3.0,1681,937,0.0,0,1,0,0,217215
1755,46,1Story,NAmes,5,5,189.0,0.0,40,2.0,1613,277,42.0,0,1,0,0,156968
3041,4,2Story,CollgCr,7,5,328.0,0.0,6,2.5,1156,657,5.0,1,1,0,0,270686
2330,99,2Story,Crawfor,6,7,256.0,0.0,15,1.5,919,460,71.0,1,1,0,0,136418
4209,9,2Story,CollgCr,9,5,232.0,0.0,5,2.5,1567,435,2.0,1,1,0,0,178517
1848,60,2Story,NWAmes,7,5,218.0,0.0,1,2.5,682,460,34.0,1,1,0,0,122465
1533,44,1Story,NAmes,5,6,193.0,0.0,17,1.5,537,321,55.0,0,1,0,0,105393
2886,38,1Story,Mitchel,7,5,264.0,0.0,11,3.0,1601,577,17.0,0,1,0,0,213043
3002,15,2Story,Gilbert,7,5,256.0,0.0,9,2.5,965,514,8.0,1,1,0,0,204278
3720,95,2Story,OldTown,6,7,237.0,0.0,12,2.5,655,513,51.0,1,1,0,0,179437
1503,46,1Story,NAmes,5,6,179.0,0.0,56,2.0,972,510,50.0,0,1,0,0,143013
1696,42,1Story,NAmes,5,5,195.0,0.0,60,1.0,896,274,52.0,0,1,0,0,109289
2315,32,1Story,NWAmes,7,5,219.0,0.0,-1,2.0,1149,608,5.0,0,1,0,0,182404
2480,4,1Story,Somerst,8,5,265.0,0.0,-1,2.0,1399,685,0.0,0,1,0,0,245889
3298,39,1Story,Mitchel,7,5,183.0,0.0,20,2.0,1365,558,28.0,0,1,0,0,240101
1977,54,1Story,NAmes,5,5,229.0,0.0,10,2.0,1081,241,43.0,0,1,0,0,152807
1351,46,1Story,NAmes,5,5,175.0,0.0,60,1.0,767,272,44.0,0,0,0,0,88847
1098,81,1.5Fin,NAmes,6,6,184.0,0.0,59,1.0,840,263,54.0,0,1,0,0,103791
2992,14,1Story,CollgCr,7,5,234.0,0.0,4,2.0,1974,492,9.0,0,1,0,0,241530
2266,8,1Story,CollgCr,6,5,236.0,0.0,16,2.5,1235,564,18.0,0,1,0,0,209147
2392,4,1Story,Timber,7,5,235.0,0.0,19,3.0,1587,458,7.0,0,1,0,0,266446
2915,9,1Story,CollgCr,7,5,259.0,0.0,-1,3.0,915,452,2.0,0,1,0,0,175801
2021,51,1Story,NAmes,5,5,157.0,0.0,3,1.0,767,296,49.0,0,0,0,0,143417
3001,12,1Story,CollgCr,7,5,243.0,0.0,5,3.0,1550,539,6.0,0,1,0,0,189037
3244,46,1Story,NAmes,6,5,243.0,0.0,13,2.0,855,508,8.0,0,1,0,0,215141
1928,38,1Story,Mitchel,5,5,163.0,0.0,38,2.0,919,520,32.0,0,1,0,0,141142
4423,11,2Story,NridgHt,9,5,211.0,0.0,2,3.5,1224,618,4.0,1,1,0,0,397687
4291,4,1Story,Timber,8,5,242.0,0.0,2,3.0,1601,770,6.0,0,1,0,0,277836
1159,69,1Story,NAmes,5,5,175.0,0.0,15,2.0,1383,357,56.0,0,1,0,0,132275
2557,6,2Story,Somerst,7,5,228.0,0.0,2,2.5,1008,556,8.0,0,1,0,0,224211
3368,12,2Story,NoRidge,8,5,312.0,0.0,17,3.5,873,639,6.0,1,1,0,0,317119
1071,37,1Story,NAmes,5,5,154.0,0.0,6,1.0,828,329,38.0,0,1,0,0,125075
4114,12,2Story,NoRidge,9,5,281.0,0.0,3,3.5,2000,991,11.0,1,1,0,0,297807
1804,56,2Story,Edwards,5,5,193.0,1.0,45,2.0,892,0,31.0,1,1,0,0,113932
4106,7,1Story,NridgHt,9,5,285.0,0.0,1,2.5,1548,825,5.0,0,1,0,0,295791
2704,1,2Story,Somerst,7,5,248.0,0.0,-1,2.5,778,528,2.0,1,1,0,0,219988
2243,52,1Story,Edwards,5,5,187.0,0.0,2,2.0,992,567,28.0,0,1,0,0,115334
2871,38,2Story,NWAmes,6,5,201.0,0.0,24,2.5,781,493,29.0,1,1,0,0,188955
2193,5,2Story,CollgCr,7,5,247.0,0.0,4,2.5,1458,427,11.0,1,1,0,0,200284
2424,6,1Story,SawyerW,6,5,295.0,0.0,15,3.0,1323,517,10.0,0,1,0,0,240761
3037,2,1Story,Somerst,7,5,211.0,0.0,2,3.0,1240,397,1.0,0,1,0,0,267835
4278,4,1Story,StoneBr,8,5,301.0,0.0,4,3.0,2000,744,13.0,0,1,0,0,304780
1246,10,2Story,CollgCr,7,5,203.0,1.0,-1,2.0,747,505,0.0,1,1,0,0,163496
1981,45,2Story,NAmes,6,5,317.0,0.0,6,2.5,870,602,40.0,1,1,0,0,211679
1775,45,1Story,NAmes,5,5,179.0,0.0,44,2.0,981,404,30.0,0,1,0,0,153659
3203,9,2Story,Gilbert,7,5,245.0,0.0,12,2.5,707,572,8.0,1,1,0,0,199893
3059,43,1Story,Crawfor,6,5,324.0,0.0,9,3.0,1912,889,17.0,0,1,0,0,292399
3936,57,2Story,ClearCr,7,5,322.0,0.0,15,3.0,1097,544,46.0,1,1,0,0,279401
3684,8,1Story,CollgCr,7,5,247.0,0.0,5,2.0,1158,889,0.0,0,1,0,0,267328
1954,77,1.5Fin,Crawfor,6,7,242.0,0.0,55,1.5,668,285,58.0,1,1,0,0,173506
1574,74,2Story,NAmes,6,6,190.0,0.0,57,1.5,878,250,36.0,1,1,0,0,128484
1570,82,1.5Fin,OldTown,6,5,154.0,0.0,8,2.0,786,446,17.0,1,1,0,0,93810
1570,91,1Story,OldTown,5,7,184.0,0.0,57,1.0,696,255,67.0,0,1,0,0,57399
1553,93,2Story,OldTown,6,6,194.0,0.0,54,1.5,689,282,75.0,1,1,0,0,107332
2127,44,1Story,NAmes,5,5,177.0,0.0,54,1.0,778,210,42.0,0,0,0,0,112107
3439,107,2Story,OldTown,7,8,310.0,0.0,16,3.5,887,510,9.0,1,1,0,0,168130
3588,17,2Story,NoRidge,9,5,312.0,0.0,14,3.5,1810,921,16.0,1,1,0,0,410704
3103,8,2Story,Gilbert,7,5,276.0,0.0,4,3.5,904,446,6.0,1,1,0,0,254541
2514,10,1Story,CollgCr,7,5,201.0,0.0,3,2.0,1444,644,4.0,0,1,0,0,170788
2659,5,2Story,SawyerW,6,5,327.0,0.0,11,2.5,1066,590,10.0,1,1,0,0,352091
1676,26,1Story,Mitchel,5,5,176.0,0.0,34,2.0,989,483,30.0,0,1,0,0,124533
2761,44,1Story,NWAmes,6,6,237.0,0.0,35,3.0,1370,539,30.0,0,1,0,0,171474
2423,37,1Story,Mitchel,6,5,202.0,0.0,28,2.0,1068,503,36.0,0,1,0,0,146857
3212,11,2Story,Somerst,7,5,274.0,0.0,-1,3.5,989,619,3.0,1,1,0,0,247208
4122,5,1Story,Timber,8,5,271.0,0.0,0,3.0,1412,494,6.0,0,1,0,0,262258
3701,14,2Story,CollgCr,7,5,226.0,0.0,3,3.5,1088,585,8.0,1,1,0,0,353377
1725,107,1.5Fin,OldTown,5,8,227.0,0.0,19,1.0,812,177,22.0,1,1,0,0,92124
2652,8,1Story,CollgCr,7,5,207.0,0.0,3,2.0,1378,773,0.0,0,1,0,0,307257
2090,88,2Story,OldTown,6,8,262.0,0.0,9,2.0,495,354,17.0,1,1,0,0,143623
3038,7,2Story,NoRidge,8,5,306.0,0.0,12,2.5,883,634,22.0,1,1,0,0,347854
2704,62,1Story,NAmes,6,5,238.0,0.0,17,3.0,1456,502,47.0,0,1,0,0,156527
3364,6,1Story,CollgCr,7,5,253.0,0.0,11,3.0,959,583,4.0,0,1,0,0,277050
4101,2,1Story,NridgHt,9,5,261.0,0.0,1,3.0,2072,893,0.0,0,1,0,0,350755
3024,1,1Story,CollgCr,7,5,226.0,0.0,2,3.0,1557,560,14.0,0,1,0,0,220144
3414,8,1Story,StoneBr,8,5,290.0,0.0,6,3.0,1448,836,1.0,0,1,0,0,267310
2576,43,1Story,Mitchel,5,5,189.0,0.0,8,2.0,2234,481,16.0,0,1,0,0,146767
2703,33,SLvl,NAmes,6,6,226.0,0.0,41,2.5,920,498,48.0,1,1,0,0,175048
1360,49,1Story,NAmes,5,5,185.0,0.0,4,2.0,873,297,51.0,0,1,0,0,136039
3302,4,1Story,CollgCr,7,5,232.0,0.0,-1,2.0,1863,569,0.0,0,1,0,0,300756
1797,6,1Story,CollgCr,6,5,249.0,0.0,6,2.0,831,503,8.0,0,1,0,0,146823
1564,35,SLvl,NWAmes,6,5,198.0,1.0,36,2.5,694,522,49.0,1,1,0,0,142210
4062,11,2Story,NridgHt,8,5,316.0,0.0,0,3.5,1370,852,3.0,1,1,0,0,338712
2682,3,1Story,CollgCr,7,5,268.0,0.0,4,3.0,1311,560,0.0,0,1,0,0,188807
1619,90,1.5Fin,OldTown,5,7,210.0,0.0,54,2.0,774,187,79.0,1,1,0,0,107446
1361,40,1Story,Sawyer,5,5,170.0,0.0,38,2.0,908,638,40.0,0,0,0,0,163847
1760,53,1Story,OldTown,5,7,214.0,0.0,60,1.0,587,233,95.0,0,1,0,0,141797
1497,43,1Story,NAmes,6,6,179.0,0.0,39,2.0,1340,578,29.0,0,1,0,0,114098
2488,39,1Story,NAmes,5,5,195.0,0.0,29,2.0,684,493,37.0,0,1,0,0,122184
1578,40,2Story,BrDale,6,6,192.0,0.0,39,1.5,793,304,46.0,1,1,0,0,123791
3095,49,1Story,SawyerW,6,5,263.0,0.0,13,2.0,1473,513,15.0,0,1,0,0,163804
3260,10,1Story,CollgCr,7,5,247.0,0.0,0,2.0,1670,868,1.0,0,1,0,0,265140
2674,20,SLvl,NWAmes,7,5,245.0,0.0,0,2.5,811,533,32.0,0,1,0,0,197362
3449,3,2Story,NridgHt,9,5,272.0,0.0,0,3.5,1215,918,5.0,1,1,0,0,343036
4020,3,2Story,NoRidge,8,5,247.0,0.0,16,3.5,984,746,13.0,1,1,0,0,304117
3148,28,1Story,NAmes,6,5,181.0,0.0,39,2.0,1098,529,41.0,0,1,0,0,157515
4371,6,1Story,NridgHt,9,5,272.0,0.0,-1,3.0,1572,697,0.0,0,1,0,0,392325
1884,113,1.5Fin,OldTown,5,4,182.0,0.0,60,1.0,652,266,68.0,1,1,0,0,87920
1813,38,1Story,NAmes,5,5,181.0,0.0,27,2.0,1067,532,43.0,0,1,0,0,136093
2644,12,1Story,CollgCr,5,5,185.0,0.0,0,2.0,2045,709,12.0,0,1,0,0,183875
2129,0,2Story,Somerst,7,5,288.0,0.0,-1,2.5,842,443,0.0,1,1,0,0,190171
1599,34,1Story,NAmes,5,6,203.0,0.0,20,1.5,691,327,38.0,0,1,0,0,136212
3962,1,1Story,Somerst,8,5,225.0,0.0,0,3.0,1424,753,0.0,0,1,0,0,251261
1647,50,1Story,NAmes,5,5,190.0,0.0,56,1.0,1006,288,48.0,0,1,0,0,111053
1825,23,2Story,BrDale,6,6,172.0,1.0,39,1.5,610,237,54.0,1,1,0,0,139567
1490,56,1.5Fin,NAmes,5,5,185.0,0.0,58,2.0,804,352,50.0,1,1,0,0,143631
2809,25,2Story,NWAmes,7,5,227.0,0.0,29,2.5,971,570,25.0,1,1,0,0,170153
3141,1,1Story,CollgCr,9,5,239.0,0.0,0,3.0,1334,675,3.0,0,1,0,0,311441
1549,45,1Story,NAmes,5,5,168.0,0.0,60,2.0,755,536,45.0,0,1,0,0,154388
1190,93,2Story,OldTown,5,6,187.0,0.0,54,1.5,534,237,57.0,1,1,0,0,121285
1665,13,1Story,SawyerW,6,5,224.0,0.0,1,2.0,1068,449,21.0,0,1,0,0,141913
2048,98,2Story,OldTown,6,8,250.0,0.0,11,2.5,902,333,10.0,1,1,0,0,125339
1952,84,1.5Fin,OldTown,5,6,203.0,0.0,59,1.0,732,287,83.0,1,1,0,0,131785
2891,5,2Story,CollgCr,8,5,244.0,0.0,0,3.5,1552,645,1.0,1,1,0,0,306840
1874,46,1Story,NAmes,5,6,203.0,0.0,34,2.0,907,555,33.0,0,1,0,0,150940
1315,45,1Story,Edwards,4,5,151.0,0.0,40,1.0,577,29,,0,0,0,0,99182
4532,3,1Story,CollgCr,8,5,248.0,0.0,2,3.0,1801,771,3.0,0,1,0,0,234512
2165,90,1.5Fin,OldTown,5,6,186.0,0.0,57,1.0,918,268,63.0,1,1,0,0,121525
3233,7,1Story,CollgCr,6,5,283.0,0.0,7,3.0,1795,514,7.0,0,1,0,0,163634
1411,36,1Story,NAmes,5,6,184.0,0.0,35,2.0,1084,381,43.0,0,1,0,0,138163
3453,7,1Story,CollgCr,7,5,192.0,0.0,16,2.0,1198,495,7.0,0,1,0,0,142273
3057,32,1Story,CollgCr,7,5,237.0,0.0,4,2.0,1251,486,6.0,0,1,0,0,241313
3889,8,2Story,SawyerW,8,5,288.0,0.0,4,2.5,1301,891,17.0,1,1,0,0,293862
1712,95,2Story,OldTown,6,5,173.0,0.0,13,2.0,760,369,34.0,1,1,0,0,111180
2516,0,1Story,Somerst,7,5,183.0,0.0,1,2.0,1589,480,2.0,0,1,0,0,293543
3024,6,2Story,CollgCr,7,5,262.0,0.0,3,2.5,835,471,17.0,1,1,0,0,160922
4350,98,2Story,SawyerW,7,5,300.0,0.0,16,3.0,1098,439,23.0,1,1,0,0,265232
2407,8,2Story,Somerst,8,5,293.0,0.0,5,3.5,716,893,12.0,1,1,0,0,267503
4397,6,1Story,NridgHt,8,5,228.0,0.0,1,2.0,1873,769,1.0,0,1,0,0,221252
3679,8,2Story,NoRidge,8,5,330.0,0.0,9,3.5,861,780,1.0,1,1,0,0,375563
4081,12,2Story,NoRidge,7,5,291.0,0.0,13,3.5,755,573,30.0,1,1,0,0,195376
1920,96,1.5Fin,OldTown,6,7,249.0,0.0,60,1.0,951,180,60.0,1,1,0,0,151355
3639,7,2Story,NoRidge,8,5,260.0,0.0,11,3.5,1776,712,12.0,1,1,0,0,396885
1789,82,1.5Fin,OldTown,5,7,245.0,0.0,56,2.0,789,342,61.0,1,1,0,0,136774
4298,87,1.5Fin,OldTown,6,7,284.0,0.0,9,2.0,789,434,22.0,1,1,0,0,161382
3103,90,2Story,Crawfor,7,7,216.0,0.0,20,2.0,817,411,77.0,1,1,0,0,161294
3528,12,1Story,CollgCr,8,5,375.0,0.0,9,3.0,1801,625,2.0,0,1,0,0,329678
3459,6,1Story,CollgCr,7,5,254.0,0.0,-1,2.0,1569,818,6.0,0,1,0,0,205974
1857,49,1Story,NAmes,5,5,171.0,0.0,35,1.0,809,0,31.0,0,1,0,0,115279
2361,99,1.5Fin,Crawfor,6,6,235.0,0.0,56,1.5,756,275,78.0,1,1,0,0,140793
2188,52,1Story,NAmes,5,5,152.0,0.0,47,2.0,743,574,54.0,0,0,0,0,73041
1829,71,1Story,Edwards,5,5,187.0,0.0,59,1.0,897,394,53.0,0,1,0,0,123206
2938,39,1Story,NAmes,6,5,188.0,0.0,30,2.0,1401,509,46.0,0,1,0,0,170825
3151,11,1Story,CollgCr,7,5,194.0,0.0,1,2.0,1385,528,18.0,0,1,0,0,217923
2421,74,2Story,SWISU,6,6,167.0,0.0,57,1.5,587,275,26.0,1,1,0,0,129494
2405,33,1Story,NWAmes,6,5,173.0,0.0,34,3.0,1445,535,34.0,0,1,0,0,169319
2066,43,2Story,NWAmes,6,6,193.0,0.0,44,2.5,815,559,30.0,1,1,0,0,143242
2066,4,1Story,CollgCr,7,5,217.0,0.0,-1,2.0,1660,559,0.0,0,1,0,0,242828
3250,41,1Story,SawyerW,6,5,272.0,0.0,13,3.0,921,349,13.0,0,1,0,0,213926
2643,40,2Story,NAmes,6,5,244.0,0.0,15,2.5,913,367,48.0,1,1,0,0,211362
2138,95,1.5Fin,OldTown,5,7,192.0,0.0,51,2.0,741,547,68.0,1,1,0,0,111872
1776,107,1.5Fin,OldTown,5,7,194.0,0.0,17,2.0,1073,254,71.0,1,1,0,0,174856
3393,3,2Story,NridgHt,8,5,231.0,0.0,8,3.5,1146,750,2.0,1,1,0,0,265661
1595,90,1.5Fin,IDOTRR,5,6,189.0,0.0,60,1.0,770,244,46.0,1,1,0,0,143298
3086,93,2Story,OldTown,6,7,255.0,0.0,7,2.0,616,467,78.0,1,1,0,0,219859
2350,34,1Story,NAmes,5,5,175.0,0.0,56,1.0,897,0,33.0,0,1,0,0,131271
2748,47,2Story,SawyerW,7,5,320.0,0.0,13,2.5,795,472,25.0,1,1,0,0,193997
3017,12,1Story,CollgCr,6,5,204.0,0.0,8,2.0,1284,524,16.0,0,1,0,0,234138
1718,54,1Story,NAmes,5,5,152.0,0.0,54,2.0,867,340,40.0,0,0,0,0,120582
2489,36,1Story,CollgCr,6,5,264.0,0.0,4,2.5,1078,481,9.0,0,1,0,0,163246
3328,6,1Story,CollgCr,7,5,244.0,0.0,3,3.0,1449,510,5.0,0,1,0,0,263919
1607,78,1.5Fin,BrkSide,5,7,209.0,0.0,6,1.5,596,256,78.0,1,1,0,0,122651
1269,101,1.5Fin,OldTown,5,7,142.0,0.0,56,1.0,686,259,77.0,1,1,0,0,115283
2963,2,1Story,Somerst,7,5,176.0,0.0,4,2.0,1391,575,0.0,0,1,0,0,254618
3215,1,1Story,Timber,7,5,245.0,0.0,2,2.0,1636,617,3.0,0,1,0,0,264615
2028,32,1Story,Mitchel,5,5,145.0,0.0,33,2.0,904,475,30.0,0,1,0,0,122370
3365,9,2Story,Gilbert,7,5,281.0,0.0,11,3.5,733,922,11.0,1,1,0,0,244130
2203,19,2Story,OldTown,7,5,277.0,0.0,13,2.0,908,478,11.0,1,1,0,0,234382
2739,46,1Story,Mitchel,5,5,215.0,0.0,32,2.0,1306,620,32.0,0,1,0,0,165921
3674,10,1Story,CollgCr,8,5,236.0,0.0,3,3.0,1604,899,1.0,0,1,0,0,205983
1721,49,1Story,NAmes,5,6,187.0,0.0,47,2.0,552,348,48.0,0,1,0,0,102829
2762,100,1.5Fin,Crawfor,6,7,252.0,0.0,55,2.0,782,244,71.0,1,1,0,0,172703
2929,35,1Story,NWAmes,6,5,191.0,0.0,21,2.0,1209,467,28.0,0,1,0,0,142285
2062,117,1.5Fin,OldTown,5,7,230.0,0.0,59,1.0,544,273,81.0,1,1,0,0,95647
1819,94,2Story,OldTown,6,8,158.0,0.0,5,2.0,874,512,6.0,1,1,0,0,129634
2538,9,2Story,CollgCr,7,5,168.0,0.0,1,2.0,800,435,3.0,1,1,0,0,185928
2682,7,2Story,SawyerW,7,5,320.0,0.0,0,3.5,978,796,21.0,1,1,0,0,301304
2373,11,1Story,CollgCr,5,5,182.0,0.0,6,2.0,1651,427,14.0,0,1,0,0,130524
2457,47,2Story,NAmes,6,6,273.0,0.0,30,2.5,1033,541,30.0,1,1,0,0,133149
2867,5,1Story,NridgHt,7,5,253.0,0.0,4,2.0,1693,846,5.0,0,1,0,0,247753
2048,83,1.5Fin,BrkSide,5,7,204.0,0.0,56,1.0,957,291,58.0,1,1,0,0,131290
2877,50,1Story,Mitchel,5,5,184.0,0.0,5,2.0,1772,390,19.0,0,1,0,0,220705
1785,78,1.5Fin,SWISU,6,7,226.0,0.0,60,1.5,905,230,68.0,1,1,0,0,157751
2262,41,1Story,NWAmes,6,5,236.0,0.0,12,3.0,1261,438,56.0,0,1,0,0,162228
3268,36,2Story,NWAmes,7,5,352.0,0.0,14,3.5,657,550,7.0,1,1,0,0,214316
2004,106,2Story,Crawfor,7,8,276.0,0.0,9,1.5,676,320,74.0,1,1,0,0,125334
3832,0,1Story,NridgHt,8,5,331.0,0.0,1,3.0,1673,886,4.0,0,1,0,0,264724
2252,3,2Story,Somerst,7,5,259.0,0.0,7,2.5,936,548,4.0,1,1,0,0,187197
4137,10,1Story,StoneBr,8,5,258.0,0.0,-1,3.0,1632,664,0.0,0,1,0,0,270453
1490,48,1Story,NAmes,5,6,181.0,0.0,33,2.0,721,273,34.0,0,1,0,0,136661
1847,12,2Story,OldTown,6,7,218.0,0.0,1,2.0,548,490,14.0,1,1,0,0,106712
2819,1,1Story,CollgCr,7,5,255.0,0.0,1,2.0,1489,724,6.0,0,1,0,0,314119
